,날짜,상대,이닝,투수,타자,P,결과,이전상황,이후상황,LEV,REa,WPs,WPe,WPa
0,2020-10-29,NC,6말,김건태,7 이호연,2-2,유격수 뜬공,2사 10:0,이닝종료 10:0,0.01,-0.11699999999999999,0.1,0.1,-0.0
1,2020-10-29,NC,4말,루친스키,7 이호연,2-2,이호연/13151 : 삼진 아웃,무사 10:0,1사 10:0,0.06,-0.258,0.7,0.5,-0.002
