,날짜,상대,이닝,투수,타자,P,결과,이전상황,이후상황,LEV,REa,WPs,WPe,WPa
0,2020-10-29,NC,8말,김태현,7 배성근,2-3,배성근/13279 : 삼진 아웃,무사 만루 11:2,1사 만루 11:2,0.2,-0.767,0.8,0.4,-0.005
1,2020-10-28,NC,7말,문경찬,8 배성근,0-1,우익수 뜬공,무사 7:1,1사 7:1,0.24,-0.258,1.9,1.3,-0.006
2,2020-10-28,NC,9말,김태현,8 배성근,1-1,중견수 뜬공,"무사 1,2루 7:1","1사 1,2루 7:1",0.44,-0.602,1.6,0.6,-0.01
3,2020-06-16,키움,5초,요키시,7 배성근,2-2,유격수 땅볼,무사 3:1,1사 3:1,0.69,-0.258,24.5,26.3,-0.018000000000000002
4,2020-10-28,NC,5말,송명기,배성근,,*도루실패(배성근/13279),1사 1루 6:1,2사 6:1,0.68,-0.456,7.4,5.0,-0.024
5,2020-06-16,키움,6초,요키시,7 배성근,1-0,유격수 뜬공,2사 1루 4:3,이닝종료 4:3,0.92,-0.251,36.6,39.2,-0.026000000000000002
6,2020-06-16,키움,2초,요키시,7 배성근,2-3,배성근/13279 : 삼진 아웃[실책포함],"1사 1,2루 0:0",2사 2:0,2.05,-0.505,46.0,50.7,-0.047
7,2020-10-27,SK,7말,핀토,6 배성근,1-1,우익수 뜬공,1사 1루 0:0,2사 1루 0:0,2.01,-0.322,59.0,54.2,-0.048
