,날짜,상대,이닝,투수,타자,P,결과,이전상황,이후상황,LEV,REa,WPs,WPe,WPa
0,2020-06-30,KT,11말,김재윤,7 홍창기,2-1,우익수 홈런,1사 3:3,1사 3:4,1.8,1.0,58.0,100.0,0.42
1,2020-05-22,KT,9말,이대은,7 홍창기,2-2,좌익수 2루타,무사 1루 5:4,"무사 2,3루 5:4",5.4,1.099,33.4,72.4,0.389
2,2020-08-14,NC,8초,문경찬,1 홍창기,0-1,우익수 홈런,1사 1루 4:4,1사 6:4,2.44,1.724,49.8,14.6,0.35100000000000003
3,2020-10-11,NC,8말,원종현,1 홍창기,0-0,중견수 2루타,"1사 2,3루 3:2",1사 2루 3:4,4.2,1.258,54.9,88.1,0.33299999999999996
4,2020-07-19,한화,8말,서폴드,1 홍창기,2-1,중견수 2루타,"1사 1,2루 2:2","1사 2,3루 2:3",3.6,1.496,67.0,91.9,0.249
5,2020-10-04,KT,8초,이보근,1 홍창기,2-2,2루수 내야안타,2사 만루 7:7,2사 만루 8:7,5.64,1.0,46.6,23.4,0.231
6,2020-08-05,KIA,7초,홍상삼,1 홍창기,1-1,우익수 홈런,1사 4:4,1사 5:4,1.15,1.0,53.9,32.9,0.21
7,2020-11-02,키움,7말,안우진,1 홍창기,2-3,볼넷,2사 만루 2:1,2사 만루 2:2,6.14,1.0,40.7,61.6,0.21
8,2020-08-28,KT,11말,전유수,1 홍창기,2-2,좌익수 안타,1사 1루 5:5,"1사 1,3루 5:5",2.92,0.67,63.5,82.4,0.18899999999999997
9,2020-07-04,삼성,9초,오승환,8 홍창기,2-3,볼넷,"무사 1,2루 3:5",무사 만루 3:5,4.46,0.8440000000000001,72.9,57.2,0.157
10,2020-06-09,SK,8말,서진용,7 홍창기,2-3,볼넷,"1사 1,2루 2:1",1사 만루 2:1,5.24,0.679,40.4,55.5,0.151
11,2020-09-06,롯데,3초,샘슨,1 홍창기,0-1,투수 희생번트 실책[실책포함],"무사 1,2루 0:0","무사 2,3루 1:0",2.09,1.479,39.9,25.3,0.145
12,2020-10-03,KT,5초,김민수,1 홍창기,0-0,좌익수 2루타,"1사 1,3루 2:2","1사 2,3루 3:2",2.49,1.224,41.0,26.8,0.14300000000000002
13,2020-10-06,삼성,5말,라이블리,1 홍창기,2-1,중견수 안타,2사 2루 1:1,2사 1루 1:2,1.63,0.907,54.6,68.5,0.139
14,2020-08-25,삼성,9초,오승환,1 홍창기,2-2,좌익수 2루타,1사 3:4,1사 2루 3:4,2.12,0.428,91.1,77.5,0.136
15,2020-10-01,롯데,9말,김원중,7 홍창기,2-3,볼넷,무사 3:2,무사 1루 3:2,3.47,0.39799999999999996,20.0,33.4,0.134
16,2020-09-04,NC,3말,루친스키,1 홍창기,1-0,중견수 3루타,무사 1루 0:1,무사 3루 0:2,1.3,1.5290000000000001,70.3,83.4,0.132
17,2020-06-07,키움,6초,김재웅,6 홍창기,1-3,중견수 2루타,1사 1루 0:0,"1사 2,3루 0:0",1.77,0.894,49.7,37.0,0.127
18,2020-10-15,롯데,7초,김대우,1 홍창기,1-3,우익수 안타,"2사 2,3루 3:1",2사 1루 5:1,1.34,1.617,17.6,6.3,0.113
19,2020-08-19,KIA,3말,이민우,1 홍창기,2-3,중견수 3루타,무사 1:0,무사 3루 1:0,1.08,0.927,43.4,54.5,0.111
20,2020-09-18,롯데,6말,샘슨,1 홍창기,2-2,우익수 2루타,2사 3루 1:2,2사 2루 1:3,1.4,0.9570000000000001,73.4,84.0,0.106
21,2020-07-21,KT,2초,배제성,1 홍창기,2-3,볼넷,2사 만루 0:0,2사 만루 1:0,3.01,1.0,47.5,37.4,0.10099999999999999
22,2020-10-23,KIA,3초,김기훈,1 홍창기,1-3,볼넷,무사 만루 0:3,무사 만루 1:3,2.69,1.0,62.2,52.1,0.10099999999999999
23,2020-09-15,한화,3초,김민우,1 홍창기,1-2,좌익수 안타,무사 1루 0:0,"무사 1,3루 0:0",1.63,0.951,46.0,35.9,0.1
24,2020-09-23,SK,3말,문승원,1 홍창기,1-2,중견수 안타,무사 1루 1:1,"무사 1,3루 1:1",1.61,0.951,59.5,69.4,0.099
25,2020-10-24,NC,1초,라이트,1 홍창기,1-2,우익수 홈런,무사 0:0,무사 1:0,0.87,1.0,50.0,40.2,0.098
26,2020-08-28,KT,8말,조현우,1 홍창기,1-3,볼넷,무사 5:4,무사 1루 5:4,2.48,0.39799999999999996,30.4,40.1,0.098
